,Unnamed: 0,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Total Cup Points,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Certification Body,Certification Address,Certification Contact
1612,1612,Mexico,grapos el porvenir,,agroindustrias unidas de mexico,1506502938,ecomtrading,1400,tapachula,EPIFANIO GARCIA DE MIGUEL,250,1 kg,2012,Q3 2012,alfredo bojalil,Typica,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,78.58,0,0.0,Green,1,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1615,1615,Mexico,various,,beneficio san fernando,0016-2795-0008,unión de ejidos san fernando,1600 meters,"sierra, chiapas",Various small producers,280,69 kg,2014,Q2 2014,kurt kappeli,Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,78.5,0,0.0,Green,0,"April 26th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1617,1617,Mexico,cerca de los angeles,,beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl,1506868415,,1200,los angeles,FRANCISCO RUIZ NUÑEZ,20,1 kg,2012,Q3 2012,francisco ruiz nunez,Caturra,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,78.5,1,0.0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1618,1618,Brazil,santa maria,,,002/4542/0213,bourbon specialty coffees,,monte carmelo,Manoel Cardoso and Galileo Cardoso,300,60 kg,2014 / 2015,Q4 2014,bourbon specialty coffees,Catuai,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,78.42,3,0.0,Green,4,"December 16th, 2015",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
1620,1620,United States (Hawaii),,,,K#1 21614,kona pacific farmers cooperative,,kona,,5,100 lbs,2014,Q1 2014,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,78.33,0,0.0,Blue-Green,0,"March 19th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1621,1621,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m,oriente,VARIOS,275,69 kg,2014,Q1 2014,juan luis alvarado romero,Other,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,10.0,10.0,10.0,78.33,0,0.0,Green,2,"February 27th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1622,1622,Guatemala,el sacramento,,beneficio ixchel,11/23/0334,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,1 kg,2012,Q1 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,10.0,78.33,1,0.0,Green,4,"February 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1623,1623,Mexico,llano hermoso,,"llano hermoso, xochitonalco huautla, oaxaca",0,asociación agricola local de productores de café de huautla de jimenez        ,1300,"xochitonalco, huautla        ",PABLO CERVANTES MORELOS        ,100,1 kg,2012,Q3 2012,pablo cervantes morelos        ,Typica,Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,78.33,31,0.0,Green,47,"September 11th, 2013",AMECAFE,3e18a5ae6f5e2aabca37e025f94e1974558bf5f0,e3212d17882b7657b3fba559b4072e552604d5d1
1624,1624,Guatemala,conquista / morito,,beneficio ixchel,11/23/0101,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,2012,Q1 2012,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,10.0,78.33,0,0.0,Green,9,"January 12th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1625,1625,United States (Hawaii),,,,KP120314,kona pacific farmers cooperative,,kona,,18,100 lbs,2014,Q1 2015,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,78.25,2,0.0,Green,8,"January 20th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1626,1626,United States (Hawaii),,,,2209401 KONA PRIME,kona pacific farmers cooperative,,kona,,5,100 lbs,2012,Q2 2012,kona pacific farmers cooperative,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,78.25,4,0.0,Green,31,"May 24th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1628,1628,Mexico,,,"cordoba, ver.",1104341113,,1050,cordoba,CONSUELO GONZALEZ GOMEZ,320,1 kg,2012,Q3 2012,gustavo amieva gonzalez,Typica,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,78.08,0,0.0,Green,3,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1629,1629,Taiwan,大鋤花間 (hoe vs. flower coffee farm),2017台南市精品咖啡評鑑批次 Specialty Coffee Evaluation of Tainan 2017 lot.20161230,大鋤花間 (hoe vs. flower coffee farm),Taiwan,taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,10 kg,2016,Q2 2017,"lin, che-hao krude 林哲豪",Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,78.0,3,0.0,Green,4,"June 6th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1630,1630,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,2014,Q2 2014,cafes finos de exportacion s de r.l.,Pacas,Natural / Dry,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,78.0,2,0.0,Green,6,"May 15th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
1631,1631,United States (Hawaii),,,,KF 21614,kona pacific farmers cooperative,,kona,,5,100 lbs,2014,Q1 2014,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,78.0,2,0.0,Green,3,"March 18th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1632,1632,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m,oriente,VARIOS,275,69 kg,2014,Q1 2014,juan luis alvarado romero,Other,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,9.33,9.33,9.33,78.0,1,0.0,Green,2,"February 7th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1633,1633,China,hani,,hani,na,greenhouse coffee china,1200 meters,yunnan,GreenHouse Coffee,16,2 kg,2013,Q3 2013,samuel eli gurel,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,78.0,0,0.0,Green,28,"September 5th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1634,1634,Guatemala,la union monte verde,,beneficio ixchel,11/9772/3,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69 kg,2013,Q2 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,10.0,10.0,10.0,78.0,3,0.0,Green,9,"April 29th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1635,1635,Mexico,finca la fortuna,,finca la fortuna,1506558883,industrializadora de kaffee andes s.a. de c.v.,850,"motozintla, chiapas",MARIO GARCÍA,10,1 kg,2012,Q3 2012,alejandro garcia palacios,Other,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,78.0,2,0.0,Green,7,"September 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1637,1637,Costa Rica,several,,several,5-545-0007,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,2014,Q1 2015,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,8.67,9.33,10.0,77.92,2,0.0,Green,4,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
1638,1638,Mexico,el regadito,,el regadito,0,,1248,petatlan,GUSTAVO ABARCA SOLIS,50,1 kg,2012,Q3 2012,gustavo abarca solis,Typica,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,77.92,0,0.0,Green,3,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1639,1639,Guatemala,conquista / morito,,beneficio ixchel,11/23/0121,"unex guatemala, s.a.",,oriente,Conquista/ Morito,250,1 kg,2012,Q1 2012,juan luis alvarado romero,Bourbon,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,10.0,77.92,0,0.0,Green,7,"January 12th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1642,1642,Guatemala,el sacramento,,beneficio ixchel,11/23/0333,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,250,1 kg,2013,Q1 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,10.0,10.0,10.0,77.83,0,0.0,Green,2,"February 7th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1643,1643,Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",,"dongshan gaoyuan village chief manor coffee tainan, taiwan 台灣台南東山高原村長莊園咖啡",Taiwan,"red on tree co., ltd.",750-800 m,"dongshan dist., tainan city 臺南市東山區",Chen Shuei Lian 陳水連,100,10 kg,2012,Q2 2013,"lin, che-hao krude 林哲豪",Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,77.67,0,0.0,Blue-Green,0,"May 29th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1644,1644,United States (Hawaii),,,,KP3150140,kona pacific farmers cooperative,,kona,,5,100 lbs,2013,Q2 2013,kona pacific farmers cooperative,,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,77.58,1,0.0,Green,5,"May 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1645,1645,Mexico,rancho los laureles,,rancho los laureles,110548082,,1300,coatepec,RUBRIA OCHOA BELLO,23,1 kg,2012,Q3 2012,stephany escamilla femat,Typica,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,77.5,0,0.0,Green,3,"September 17th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1646,1646,Guatemala,la esperanza y anexos,,beneficio ixchel,11/426/1,"unex guatemala, s.a.",4300,oriente,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,1 kg,2013,Q1 2013,juan luis alvarado romero,Bourbon,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,10.0,10.0,10.0,77.42,2,0.0,Green,15,"January 29th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1647,1647,Brazil,fazenda capoeirnha,020/17,dry mill,002/1660/0080,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,2017 / 2018,Q4 2017,ipanema coffees,Bourbon,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,77.33,0,0.0,Green,3,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
1648,1648,Guatemala,various,,las americas,11-951-136,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,275,69 kg,2014,Q2 2014,juan luis alvarado romero,Other,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,9.33,9.33,9.33,77.33,1,0.0,Green,2,"April 8th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1651,1651,United States (Hawaii),,,kona pacific farmers cooperative,Specialty Coffee Association of America,kona pacific farmers cooperative,,kona,Kona Pacific Farmers Cooperative,9,2 lbs,2013,Q1 2014,eileen koyanagi,,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10.0,77.25,1,0.0,Green,5,"January 27th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1652,1652,Mexico,finca los andes,,finca la fortuna,1506558882,industrializadora de kaffee andes s.a. de c.v.,1200,"motozintla, chiapas",ALEJANDRO GARCÍA PALACIOS,10,1 kg,2012,Q3 2012,alejandro garcia palacios,Other,Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,77.17,1,0.0,Green,11,"September 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1653,1653,Peru,"producer group (approx. 1,000 farmers)",,,30,"tony's coffee and teas, inc.",900-1500 masl,san ignacio,Sol y Cafe,275,2 kg,2014,Q2 2015,andrew bowman,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,77.0,7,0.0,Green,9,"June 15th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1654,1654,India,,14/7/2015/172,"aspinwall & co. ltd, mangalore",14/7/2015/172,olam japan,,chickmangalore,Aspinwall & CO. LTD,20,50 kg,2016,Q1 2017,joshua marsceau,,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,76.83,0,7.0,Green,0,"January 16th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1657,1657,Mexico,,,exportadora moretto s.a. de c.v.,0,exportadora moretto s.a. de c.v.,1100,coatepec,CASTULO GUTIERREZ,10,1 kg,2012,Q3 2012,homero antonio de anda andrade,Typica,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,76.42,0,0.0,Green,14,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1658,1658,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0394,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,69 kg,2012,Q2 2012,juan luis alvarado romero,Bourbon,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,8.67,8.67,8.67,76.33,0,0.0,Green,8,"April 30th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1660,1660,United States (Hawaii),,,,KPBP 21114,kona pacific farmers cooperative,,kona,,2,100 lbs,2014,Q1 2014,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,76.25,0,0.0,Green,0,"March 18th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1661,1661,United States (Hawaii),,,kona pacific farmers cooperative,Specialty Coffee Association,kona pacific farmers cooperative,,kona,Kona Pacific Farmers Cooperative,6,100 lbs,2013,Q1 2014,eileen koyanagi,,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,76.17,0,0.0,Blue-Green,3,"January 20th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1664,1664,Mexico,finca tepictla,,tepictla y xalapa veracruz,1104372556,el mejor café,1250,tepictla,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,1 kg,2012,Q3 2012,guillermo eduardo bobadilla muguira,Bourbon,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,76.08,0,0.0,Green,12,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1665,1665,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-87,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,2014,Q2 2014,cafes finos de exportacion s de r.l.,Pacas,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,76.0,0,0.0,Green,7,"May 15th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
1666,1666,Philippines,various,,,0,prime3,1000+ meters,"benguet, mountain province",various smallholders,1,2 kg,2012,Q2 2013,ana gonzales,,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7.0,9.33,10.0,9.33,75.83,0,0.0,Green,2,"May 14th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1667,1667,Brazil,,2017/2018-Lot01,copag,,volcafe ltda.,,monte carmelo,,440,59 kg,2017 / 2018,Q4 2017,volcafe ltda. - brasil,,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,75.67,0,1.0,Green,6,"October 27th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980
1668,1668,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0768,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1 kg,2012,Q3 2012,juan luis alvarado romero,Bourbon,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8.0,8.0,8.0,75.58,0,0.0,Green,15,"July 9th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1670,1670,Mexico,la joya,,"palo blanco, tlacuilotepec, puebla",1207093598,productores e industrializadores de café orgánico la fe s.c. de r.l.,1100,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,1 kg,2012,Q3 2012,juana rodriguez gutierrez,Pacamara,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,75.5,4,0.0,Green,20,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1671,1671,Mexico,"zaragoza, montelibano, pamal navil",,"zaragoza, montelibano, pamal navil",2670,sposel s. de s.s.,1200,ocosingo,SPOSEL S. DE S.S.,100,1 kg,2012,Q3 2012,francisco hernandez lorenzo,Mundo Novo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,75.17,0,0.0,Green,20,"September 12th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1673,1673,Mexico,peña campana,,peña campana,3,union regional de cafeticultores de la mazateca alta,1280,huautla de jimenez,"MARTÍN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN",18,1 kg,2012,Q1 2012,martin jimenez casiano,Typica,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,75.17,23,0.0,Blue-Green,29,"March 5th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1674,1674,Mexico,la cruz,,mecatlán veracruz,0,grupo juvenil magtayani ac,850,menglian,MIGUEL LOPEZ TIRZO,43,1 kg,2012,Q3 2012,"grupo juvenil magtayani, ac",Typica,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,75.0,15,0.0,Green,7,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1676,1676,Mexico,la orduña,,falcafe s.a. de c.v.,1104362940,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,2012,Q3 2012,pablo enrique martinez gama,Typica,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,74.83,0,0.0,Green,30,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1679,1679,Mexico,sierra madre,,"angel albino corzo, chiapas",016-2129,cesmach s.c.,1700,chiapas,CESMACH (VARIOS),275,1 kg,2013,Q1 2013,nestor mendez gomez,Typica,Washed / Wet,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,74.67,0,0.0,Green,7,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1680,1680,United States (Hawaii),,,,KPBP 022414,kona pacific farmers cooperative,,kona,,3,100 lbs,2014,Q1 2014,eileen koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,74.42,1,0.0,Blue-Green,2,"March 13th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1681,1681,Guatemala,la castellana,,beneficio ixchel,11/23/0796,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,250,69 kg,2013,Q2 2013,juan luis alvarado romero,Bourbon,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10.0,8.67,74.33,1,0.0,Green,1,"June 6th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95
1682,1682,Mexico,las ceibas,,catuai amarillo sss,1104355254,,1140,"chocaman, veracruz",JORGE OCTAVIO ESCAMILLA PRADO,20,1 kg,2012,Q3 2012,jorge octavio escamilla prado,Typica,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,74.33,3,0.0,Green,11,"September 10th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1684,1684,Mexico,rancho vigia,,rancho vigia,0,,1250,coatepec,EUGENE HOLMAN PEW,20,1 kg,2012,Q3 2012,eugene holman pew,Typica,Washed / Wet,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,73.83,0,0.0,Green,19,"August 1st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7
1687,1687,Honduras,various,,cafes finos de exportacion s. de r.l.,13-117-88,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,275,2 kg,2014,Q2 2014,cafes finos de exportacion s de r.l.,Pacas,Washed / Wet,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,73.42,1,0.0,Green,16,"April 26th, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880
1689,1689,Colombia,,,,3,costco wholesale industries,,,,1,5 lbs,2013,Q1 2014,honor dela fuente,,Natural / Dry,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,72.83,0,0.0,Blue-Green,15,"March 3rd, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1690,1690,United States (Hawaii),,,,KP 022014,kona pacific farmers cooperative,,kona,,11,100 lbs,2014,Q1 2014,eileen koyanagi,Hawaiian Kona,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,72.58,5,0.0,Green,9,"March 10th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660
1692,1692,Costa Rica,several,,several,5-545-0015,santa laura exportadora de cafe s.l.e.c. s.a.,1200 msm,occidental,Beneficio la Eva S.A.,250,1 kg,2014,Q1 2015,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10.0,6.67,10.0,71.75,0,0.0,Green,7,"February 3rd, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9
